,lyrics_row,song_name,artist_name
12570,"If ya ready to roll shorty, we can just roll",We Both Think Alike,50 Cent
12571,"When you ready to go, I'll be ready to go",We Both Think Alike,50 Cent
12572,"See everything I do, I do on the low",We Both Think Alike,50 Cent
12573,"So anything we do, nobody will know",We Both Think Alike,50 Cent
12574,Now shorty we can party 'till the break of dawn,We Both Think Alike,50 Cent
12575,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12576,Go 'head 'till ya tired than I'll take ya home,We Both Think Alike,50 Cent
12577,"(We both think alike, hell yeah)",We Both Think Alike,50 Cent
12578,If you invite me in I'll come take it off,We Both Think Alike,50 Cent
12579,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12580,Than head to ya bedroom to break ya off,We Both Think Alike,50 Cent
12581,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12582,Now shorty we can party 'till the break of dawn,We Both Think Alike,50 Cent
12583,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12584,Go 'head 'till ya tired than I'll take ya home,We Both Think Alike,50 Cent
12585,"(We both think alike, hell yeah)",We Both Think Alike,50 Cent
12586,If you invite me in I'll come take it off,We Both Think Alike,50 Cent
12587,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12588,Than head to ya bedroom to break ya off,We Both Think Alike,50 Cent
12589,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12590,"Now look, I know you into the shiny things",We Both Think Alike,50 Cent
12591,"The platinum, the chains, and the diamond rings",We Both Think Alike,50 Cent
12592,The twenty-four inch chrome on the range,We Both Think Alike,50 Cent
12593,I see you when you crouch by ya window pane,We Both Think Alike,50 Cent
12594,"Now shorty, me and you we came up the same",We Both Think Alike,50 Cent
12595,"The fact before rap, I ain't have a thing",We Both Think Alike,50 Cent
12596,"I hustled, got my weight up, now I'm sittin' on change",We Both Think Alike,50 Cent
12597,"I mean I got money out the a**, Maine",We Both Think Alike,50 Cent
12598,"When n****z get the beefin', I be laughin'",We Both Think Alike,50 Cent
12599,'Cause I can send my homies through to blast them,We Both Think Alike,50 Cent
12600,"Stick 'em with the hump, or just slash 'em",We Both Think Alike,50 Cent
12601,"""Now fool are you crazy?"" is what we ask 'em",We Both Think Alike,50 Cent
12602,"But back to me and you shorty, decide, think",We Both Think Alike,50 Cent
12603,"First I'll put the burnin', it's the G-string",We Both Think Alike,50 Cent
12604,"Leave it up to me, we can do it my way",We Both Think Alike,50 Cent
12605,"And get straight to it, skip the fore play",We Both Think Alike,50 Cent
12606,Now shorty we can party 'till the break of dawn,We Both Think Alike,50 Cent
12607,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12608,Go 'head 'till ya tired than I'll take ya home,We Both Think Alike,50 Cent
12609,"(We both think alike, hell yeah)",We Both Think Alike,50 Cent
12610,If you invite me in I'll come take it off,We Both Think Alike,50 Cent
12611,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12612,Than head to ya bedroom to break ya off,We Both Think Alike,50 Cent
12613,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12614,Now shorty we can party 'till the break of dawn,We Both Think Alike,50 Cent
12615,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12616,Go 'head 'till ya tired than I'll take ya home,We Both Think Alike,50 Cent
12617,"(We both think alike, hell yeah)",We Both Think Alike,50 Cent
12618,If you invite me in I'll come take it off,We Both Think Alike,50 Cent
12619,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12620,Than head to ya bedroom to break ya off,We Both Think Alike,50 Cent
12621,"(We both think alike, uh oh)",We Both Think Alike,50 Cent
12622,"We both think alike, uh oh",We Both Think Alike,50 Cent
12623,"We both think alike, uh oh",We Both Think Alike,50 Cent
12624,"We both think alike, uh oh",We Both Think Alike,50 Cent
12625,...,We Both Think Alike,50 Cent
12626,"Uhh, yeah",Get Low,50 Cent
12627,I like the way you do that shorty,Get Low,50 Cent
12628,"C'mere, can you do somethin for me?",Get Low,50 Cent
12629,I like the way you movin girl,Get Low,50 Cent
12630,Show me how you do that girl,Get Low,50 Cent
12631,I like the way you do that shorty,Get Low,50 Cent
12632,"C'mere, can you do somethin for me?",Get Low,50 Cent
12633,"I can't, stand here and watch her dance",Get Low,50 Cent
12634,She got me comin out of my pants,Get Low,50 Cent
12635,And I don't wanna miss my chance,Get Low,50 Cent
12636,"To jump on her, if I could",Get Low,50 Cent
12637,And get her out of here I would,Get Low,50 Cent
12638,I never seen a girl move that good,Get Low,50 Cent
12639,And there's somethin tellin me I should,Get Low,50 Cent
12640,Get low,Get Low,50 Cent
12641,"I'm in the 2006, brand new wagon",Get Low,50 Cent
12642,Lookin for a diva to handle the dragon,Get Low,50 Cent
12643,And even if there's two of 'em I move in and bag 'em,Get Low,50 Cent
12644,"Make sure I'm strapped, keep the uz' and the magnum",Get Low,50 Cent
12645,"Yeah the gun too, I'm talkin 'bout the condom",Get Low,50 Cent
12646,They followin me home with my dog right behind 'em,Get Low,50 Cent
12647,Have you ever seen a ass clapped on a stallion,Get Low,50 Cent
12648,"Of a bad bitch, half black and Italian",Get Low,50 Cent
12649,I don't know if she likes me or my medallion,Get Low,50 Cent
12650,Think I give a f*ck? I'm just tryin to get a nut,Get Low,50 Cent
12651,I don't need a woman to build my self-esteem up,Get Low,50 Cent
12652,"I'm fresh out the hood, f*ck it it's all good",Get Low,50 Cent
12653,"Ma you can use me, cause I'mma use you",Get Low,50 Cent
12654,"For a menage-a-trois, you know the usual",Get Low,50 Cent
12655,And if you do me maybe I'll do you,Get Low,50 Cent
12656,"A favor and walk you outside, right",Get Low,50 Cent
12657,"I can't, stand here and watch her dance",Get Low,50 Cent
12658,She got me comin out of my pants,Get Low,50 Cent
12659,And I don't wanna miss my chance,Get Low,50 Cent
12660,"To jump on her, if I could",Get Low,50 Cent
12661,And get her out of here I would,Get Low,50 Cent
12662,I never seen a girl move that good,Get Low,50 Cent
12663,And there's somethin tellin me I should,Get Low,50 Cent
12664,Get low,Get Low,50 Cent
12665,Uh - nah I ain't never ate pussy before,Get Low,50 Cent
12666,But I'm close to the edge and she pushin me lower,Get Low,50 Cent
12667,The body language done got a nigga stiff as a sword,Get Low,50 Cent
12668,"So she can't be an angel, the bitch is a fraud",Get Low,50 Cent
12669,Head probably sent the nigga on a trip to the morgue,Get Low,50 Cent
12670,Pussy good enough to drive out to Michigan for it,Get Low,50 Cent
12671,As soon as I hit the door she's squeezin my arm,Get Low,50 Cent
12672,Hoppin all on a nigga like I'm filet mignon,Get Low,50 Cent
12673,It might take a couple rounds to make me get her calm,Get Low,50 Cent
12674,But when she does go to sleep she gon' need an alarm,Get Low,50 Cent
12675,Cause I'm gone - she wanna be with a Don,Get Low,50 Cent
12676,But I'm stuck when some woman care about me when it's on,Get Low,50 Cent
12677,"Ain't nuttin wrong, with a little bumpin and grindin",Get Low,50 Cent
12678,Especially if if they got somethin behind 'em,Get Low,50 Cent
12679,"I'm high as hell, be so drunk when I climb in",Get Low,50 Cent
12680,High on the friction that I'm in,Get Low,50 Cent
12681,"I can't, stand here and watch her dance",Get Low,50 Cent
12682,She got me comin out of my pants,Get Low,50 Cent
12683,And I don't wanna miss my chance,Get Low,50 Cent
12684,"To jump on her, if I could",Get Low,50 Cent
12685,And get her out of here I would,Get Low,50 Cent
12686,I never seen a girl move that good,Get Low,50 Cent
12687,And there's somethin tellin me I should,Get Low,50 Cent
12688,Get low,Get Low,50 Cent
12689,Shorty looks like she's datin a fashion designer,Get Low,50 Cent
12690,Damn - um she musta got her back from her momma,Get Low,50 Cent
12691,"You know me, somewhere in the back with the llama",Get Low,50 Cent
12692,Keeps my niggas cats with the drama,Get Low,50 Cent
12693,"I'ma, get a little close to her, ma looks so sweet",Get Low,50 Cent
12694,She remind me a lot of a broad named Monique,Get Low,50 Cent
12695,But a bird nigga try to holla they won't speak,Get Low,50 Cent
12696,You be writin the phone number down they won't keep,Get Low,50 Cent
12697,"Let me get her, I haven't burned the haze all week",Get Low,50 Cent
12698,Givin me wop to the music that blaze on beat,Get Low,50 Cent
12699,"Yeah, I'm so street, I'm so cheap, I'm so fly",Get Low,50 Cent
12700,But you already know that I,Get Low,50 Cent
12701,"Done been all around the world, they don't know that guy",Get Low,50 Cent
12702,"But little man wanna talk too, I close that eye",Get Low,50 Cent
12703,He just mad he ain't got the kinda clothes I buy,Get Low,50 Cent
12704,Or ride in the U4 I drive,Get Low,50 Cent
12705,"I can't, stand here and watch her dance",Get Low,50 Cent
12706,She got me comin out of my pants,Get Low,50 Cent
12707,And I don't wanna miss my chance,Get Low,50 Cent
12708,"To jump on her, if I could",Get Low,50 Cent
12709,And get her out of here I would,Get Low,50 Cent
12710,I never seen a girl move that good,Get Low,50 Cent
12711,And there's somethin tellin me I should,Get Low,50 Cent
12712,Get low,Get Low,50 Cent
12713,My life..,Fake Love,50 Cent
12714,My life..,Fake Love,50 Cent
12715,My life..,Fake Love,50 Cent
12716,My life..,Fake Love,50 Cent
12717,Yeah..,Fake Love,50 Cent
12718,Yeah..,Fake Love,50 Cent
12719,Yeah..,Fake Love,50 Cent
12720,Fake love's when your homie give you dap,Fake Love,50 Cent
12721,Smile in your face but he wants your ass clapped,Fake Love,50 Cent
12722,Fake love,Fake Love,50 Cent
12723,Fake love's when they never be around,Fake Love,50 Cent
12724,"But once you get rich, they all get down",Fake Love,50 Cent
12725,Fake love,Fake Love,50 Cent
12726,Fake love's when your friend f*ck your bitch,Fake Love,50 Cent
12727,Don't think with his head only think with his dick,Fake Love,50 Cent
12728,Fake love,Fake Love,50 Cent
12729,So my friends enemies and my enemies be friends,Fake Love,50 Cent
12730,"Don't show no love, don't pretend",Fake Love,50 Cent
12731,50 got Yayo gettin' all this cash,Fake Love,50 Cent
12732,Now all these Yes men wanna kiss my ass,Fake Love,50 Cent
12733,But back in the street you ain't help me re-up,Fake Love,50 Cent
12734,"Locked up, I had court dates, you never showed up",Fake Love,50 Cent
12735,"What the f*ck, tell me what you grinnin' at nigga",Fake Love,50 Cent
12736,"If I get killed, my stash, you spendin' that nigga",Fake Love,50 Cent
12737,Some people want nutin' outta life,Fake Love,50 Cent
12738,"And some people want it all, let's ball",Fake Love,50 Cent
12739,I see the jealousy and envy when you see me shoppin',Fake Love,50 Cent
12740,"Saphire watch, got your jaw droppin'",Fake Love,50 Cent
12741,"When I move that 8th, you were 7 gram coppin'",Fake Love,50 Cent
12742,"You ain't happy for me, you hope that the Feds watchin'",Fake Love,50 Cent
12743,"I ain't stoppin, homie I'm number one",Fake Love,50 Cent
12744,"Why you schemin' on me, I'm plain and dumb",Fake Love,50 Cent
12745,"So when it comes to the point, that you ready to flip",Fake Love,50 Cent
12746,"I'ma pull out first, and let off my clip, take That!",Fake Love,50 Cent
12747,Fake love's when your homie give you dap,Fake Love,50 Cent
12748,Smile in your face but he wants your ass clapped,Fake Love,50 Cent
12749,Fake love,Fake Love,50 Cent
12750,Fake love's when they never be around,Fake Love,50 Cent
12751,"But once you get rich, they all get down",Fake Love,50 Cent
12752,Fake love,Fake Love,50 Cent
12753,Fake love's when your friend f*ck your bitch,Fake Love,50 Cent
12754,Don't think with his head only think with his dick,Fake Love,50 Cent
12755,Fake love,Fake Love,50 Cent
12756,So my friends enemies and my enemies be friends,Fake Love,50 Cent
12757,"Don't show no love, don't pretend",Fake Love,50 Cent
12758,Now your man ain't your man if he extortin' you nigga,Fake Love,50 Cent
12759,And your man ain't your man if he shortenin' you nigga,Fake Love,50 Cent
12760,"Listen money talks, and bullshit run marathons",Fake Love,50 Cent
12761,"When your money's gone, that's when them hoes gon'",Fake Love,50 Cent
12762,Fake love is when a nigga sets you up,Fake Love,50 Cent
12763,How he knew about your chain when your ching was tucked,Fake Love,50 Cent
12764,"You know the type that rats you out, sell you out",Fake Love,50 Cent
12765,"Get locked, your man ain't gon' bail you out",Fake Love,50 Cent
12766,"You got a brand new whip, your shit is lovely",Fake Love,50 Cent
12767,"Yeah it's aight, but its rims is ugly",Fake Love,50 Cent
12768,"Fake friends, show fake love",Fake Love,50 Cent
12769,You know the type of nigga that'll leave you in the club,Fake Love,50 Cent
12770,Fake love,Fake Love,50 Cent
12771,Fake love's when your homie give you dap,Fake Love,50 Cent
12772,Smile in your face but he wants your ass clapped,Fake Love,50 Cent
12773,Fake love,Fake Love,50 Cent
12774,Fake love's when they never be around,Fake Love,50 Cent
12775,"But once you get rich, they all get down",Fake Love,50 Cent
12776,Fake love,Fake Love,50 Cent
12777,Fake love's when your friend f*ck your bitch,Fake Love,50 Cent
12778,Don't think with his head only think with his dick,Fake Love,50 Cent
12779,Fake love,Fake Love,50 Cent
12780,So my friends enemies and my enemies be friends,Fake Love,50 Cent
12781,"Don't show no love, don't pretend",Fake Love,50 Cent
12782,"I came in this world by myself, so I don't need no friends",Born Alone Die Alone,50 Cent
12783,"I'd rather have it this way, it's okay, it's okay",Born Alone Die Alone,50 Cent
12784,"You muh'fuckers gon' respect me, 'cause I can take you off her today",Born Alone Die Alone,50 Cent
12785,"I'd rather have it that way, it's okay, it's okay",Born Alone Die Alone,50 Cent
12786,"Uhh, I'm on the prowl with the hammer, hardly smile at the camera",Born Alone Die Alone,50 Cent
12787,"Too many niggaz is dyin', I'm spendin' time with my grandma",Born Alone Die Alone,50 Cent
12788,"A hundred grand in the safe's, a hundred grand on your face",Born Alone Die Alone,50 Cent
12789,"A million plus in the bank, will scuff in the paint",Born Alone Die Alone,50 Cent
12790,"You handcuffin' that bitch, she don't wanna be wit'chu",Born Alone Die Alone,50 Cent
12791,"All she want is your chips, my lil' nigga beat it too",Born Alone Die Alone,50 Cent
12792,"Sneak the heaters through, so we can party good",Born Alone Die Alone,50 Cent
12793,"Grandson of Edith Rue, born out in Hollywood",Born Alone Die Alone,50 Cent
12794,The Boy Wonder will unravel your team,Born Alone Die Alone,50 Cent
12795,"I'm TRL next to Avril Lavigne, all my karats are green",Born Alone Die Alone,50 Cent
12796,"The buddha is purple, be rude and I hurt you",Born Alone Die Alone,50 Cent
12797,"You're movin' in circles, we do it all, movies commercials",Born Alone Die Alone,50 Cent
12798,"Stadiums clubs, ladies and thugs, the hood to the burbs",Born Alone Die Alone,50 Cent
12799,I'm on the red carpet 'cause I'm good with my words,Born Alone Die Alone,50 Cent
12800,"I'm ready for war and stackin' my chips, you flappin' your lips",Born Alone Die Alone,50 Cent
12801,You niggaz ain't even hood rich,Born Alone Die Alone,50 Cent
12802,"I came in this world by myself, so I don't need no friends",Born Alone Die Alone,50 Cent
12803,"I'd rather have it this way, it's okay, it's okay",Born Alone Die Alone,50 Cent
12804,"You muh'fuckers gon' respect me, 'cause I can take you off her today",Born Alone Die Alone,50 Cent
12805,"I'd rather have it that way, it's okay, it's okay",Born Alone Die Alone,50 Cent
12806,"Keep your circle official, watch the niggaz that's wit'chu",Born Alone Die Alone,50 Cent
12807,"Outsiders'll get you, hot shit in your tissue",Born Alone Die Alone,50 Cent
12808,"All I need is my figures, I ain't stressin' no hoe",Born Alone Die Alone,50 Cent
12809,"Ridin 'round with my niggaz, hand crushin' that 'dro",Born Alone Die Alone,50 Cent
12810,"50 made me a star, now they know who we are",Born Alone Die Alone,50 Cent
12811,"Out on top of the charts, your condo is my car",Born Alone Die Alone,50 Cent
12812,"Income is my chain, stashbox is my watch",Born Alone Die Alone,50 Cent
12813,"I'm fairly new in the game, I ain't passin' the rock",Born Alone Die Alone,50 Cent
12814,"All I'm sensin' is hate, ever since I been straight",Born Alone Die Alone,50 Cent
12815,"'Cause they stuck in the hood, hand crumbs on they plate",Born Alone Die Alone,50 Cent
12816,"And I'm strappin' the nine, in case they wanna combine",Born Alone Die Alone,50 Cent
12817,"Gather up on a nigga, I ain't rappin' no line",Born Alone Die Alone,50 Cent
12818,"Keep your eye on your money, stop eyeballin' mine",Born Alone Die Alone,50 Cent
12819,"You drop somethin' every year, flop all of the time",Born Alone Die Alone,50 Cent
12820,"Stop makin' your records, I ain't answerin' shit",Born Alone Die Alone,50 Cent
12821,Why don't you get off my dick?,Born Alone Die Alone,50 Cent
12822,"I came in this world by myself, so I don't need no friends",Born Alone Die Alone,50 Cent
12823,"I'd rather have it this way, it's okay, it's okay",Born Alone Die Alone,50 Cent
12824,"You muh'fuckers gon' respect me, 'cause I can take you off her today",Born Alone Die Alone,50 Cent
12825,"I'd rather have it that way, it's okay, it's okay",Born Alone Die Alone,50 Cent
12826,It's okay nigga,Born Alone Die Alone,50 Cent
12827,I don't need no friends,Born Alone Die Alone,50 Cent
12828,I got money,Born Alone Die Alone,50 Cent
12829,G-Unit,Born Alone Die Alone,50 Cent
12830,"Yeah, oh, yeah",You a Shooter,50 Cent
12831,"What the f*ck you lookin' at, shorty?",You a Shooter,50 Cent
12832,"You don't want it, lil' nigga",You a Shooter,50 Cent
12833,"You'se a shooter then shoot, nigga, I'm doin' my thang",You a Shooter,50 Cent
12834,"If you seen a, my nina, you seen it go bang",You a Shooter,50 Cent
12835,"Just like they do in your hood, they do it in mines, mayne",You a Shooter,50 Cent
12836,"I put a hole in a nigga, I ain't motherfuckin' playin'",You a Shooter,50 Cent
12837,"You'se a shooter then shoot, nigga, I'm doin' my thang",You a Shooter,50 Cent
12838,"If you seen a, my nina, you seen it go bang",You a Shooter,50 Cent
12839,"Just like they do in your hood, they do it in mines, mayne",You a Shooter,50 Cent
12840,"I put a hole in a nigga, I ain't motherfuckin' playin'",You a Shooter,50 Cent
12841,"You niggaz ain't nuttin' but clown killers, for real",You a Shooter,50 Cent
12842,"I'm down with the Unit, for the Gorillas, for real",You a Shooter,50 Cent
12843,"Go bananas if you want, ooh, ooh, you gettin' peeled",You a Shooter,50 Cent
12844,"Y'all shoot for the shoot, we do this for real",You a Shooter,50 Cent
12845,"Clap me's a motherfucker, make more mil's",You a Shooter,50 Cent
12846,"Cash me a check, cop more wheels",You a Shooter,50 Cent
12847,"Shorty, you a bad bitch, a good ass steel",You a Shooter,50 Cent
12848,"Now, up upon this dillz an' smeared that lip gloss",You a Shooter,50 Cent
12849,Me an' P share bitches like we switch Porsche,You a Shooter,50 Cent
12850,"My hammer navigate beef, Hummer don't get lost",You a Shooter,50 Cent
12851,"Boy, that Desert Eagle have that whole shit ripped off",You a Shooter,50 Cent
12852,"Yeah, we get that gwop 'cause we make shit that pop",You a Shooter,50 Cent
12853,"Heavy rotation, your shit flop",You a Shooter,50 Cent
12854,Won't stop 'til we get to that top,You a Shooter,50 Cent
12855,If the gun too far then you will get oxed,You a Shooter,50 Cent
12856,"Y'all niggaz ain't real, y'all just talk a lot",You a Shooter,50 Cent
12857,"You'se a shooter then shoot, nigga, I'm doin' my thang",You a Shooter,50 Cent
12858,"If you seen a, my nina, you seen it go bang",You a Shooter,50 Cent
12859,"Just like they do in your hood, they do it in mines, mayne",You a Shooter,50 Cent
12860,"I put a hole in a nigga, I ain't motherfuckin' playin'",You a Shooter,50 Cent
12861,"You'se a shooter then shoot, nigga, I'm doin' my thang",You a Shooter,50 Cent
12862,"If you seen a, my nina, you seen it go bang",You a Shooter,50 Cent
12863,"Just like they do in your hood, they do it in mines, mayne",You a Shooter,50 Cent
12864,"I put a hole in a nigga, I ain't motherfuckin' playin'",You a Shooter,50 Cent
12865,"If you a killer then kill somethin', you talkin' all day",You a Shooter,50 Cent
12866,"Frontin', killin' nuttin', you niggaz is real gay",You a Shooter,50 Cent
12867,"See me shinin', mad diamonds, now what can I say",You a Shooter,50 Cent
12868,"I'm a mega star, never thought it'd be this way",You a Shooter,50 Cent
12869,"Niggaz fightin' for the bottom, I feel your pain",You a Shooter,50 Cent
12870,I'm at the top an' I'm never comin' back again,You a Shooter,50 Cent
12871,Except for when I come to scoop lil' shorty good brains,You a Shooter,50 Cent
12872,"Out the hood, you see me in yo' hood, don't play",You a Shooter,50 Cent
12873,I open up yo' head an' expose yo' brain,You a Shooter,50 Cent
12874,It's not a joke or a game an' I ain't tryin' to advance,You a Shooter,50 Cent
12875,"My rap lines, please believe what I say",You a Shooter,50 Cent
12876,"I'm a Mobb nigga, nigga, I do this all day",You a Shooter,50 Cent
12877,"Hit the weed, hit the gas on the Lamb' to skate",You a Shooter,50 Cent
12878,"See me comin' through the club, get out of my way",You a Shooter,50 Cent
12879,"You don't know me, man, get out of my face",You a Shooter,50 Cent
12880,"'Fore I flip, no shit, you niggaz get sprayed",You a Shooter,50 Cent
12881,"You'se a shooter then shoot, nigga, I'm doin' my thang",You a Shooter,50 Cent
12882,"If you seen a, my nina, you seen it go bang",You a Shooter,50 Cent
12883,"Just like they do in your hood, they do it in mines, mayne",You a Shooter,50 Cent
12884,"I put a hole in a nigga, I ain't motherfuckin' playin'",You a Shooter,50 Cent
12885,"You'se a shooter then shoot, nigga, I'm doin' my thang",You a Shooter,50 Cent
12886,"If you seen a, my nina, you seen it go bang",You a Shooter,50 Cent
12887,"Just like they do in your hood, they do it in mines, mayne",You a Shooter,50 Cent
12888,"I put a hole in a nigga, I ain't motherfuckin' playin'",You a Shooter,50 Cent
12889,"Yeah, it's 50",When It Rains It Pours,50 Cent
12890,"One shot, one kill, what's the deal",When It Rains It Pours,50 Cent
12891,"Yeah, what's the deal",When It Rains It Pours,50 Cent
12892,"Listen lil' homie, when it rains it pours",When It Rains It Pours,50 Cent
12893,"Hollow tips and talons, when it rains it pours",When It Rains It Pours,50 Cent
12894,Get caught in lead showers just because,When It Rains It Pours,50 Cent
12895,"N ain't playin', when it rains it pours",When It Rains It Pours,50 Cent
12896,"N get set up, when it rains it pours",When It Rains It Pours,50 Cent
12897,"End up wet up, that's when it rains it pours",When It Rains It Pours,50 Cent
12898,"It usually, goes down over money and whores",When It Rains It Pours,50 Cent
12899,"But lil' homie in my hood, when it rains it pours",When It Rains It Pours,50 Cent
12900,"Ain't nothin' changed, n doin' the same ol' shit",When It Rains It Pours,50 Cent
12901,Them new hollow tips in them same ol' clips,When It Rains It Pours,50 Cent
12902,"In the projects, n f*ck with the same ol' chicks",When It Rains It Pours,50 Cent
12903,"For somehow, they still think that they game is so sick",When It Rains It Pours,50 Cent
12904,"Now from the rip, n know I'm 'bout my grip",When It Rains It Pours,50 Cent
12905,"I don't trick, man I barely even feed a bitch",When It Rains It Pours,50 Cent
12906,"She say I'm stingy, I say, ""I don't need you bitch""",When It Rains It Pours,50 Cent
12907,"Go 'head leave, see if I chase you, shit!",When It Rains It Pours,50 Cent
12908,"Tell yo' mammy, I catch her in the streets I'mma get her",When It Rains It Pours,50 Cent
12909,"She know I'm on parole, why she call police on a n?",When It Rains It Pours,50 Cent
12910,"She just mad, cause a nigga pockets on swole",When It Rains It Pours,50 Cent
12911,"When she ask to borrow some, I say hell naw!",When It Rains It Pours,50 Cent
12912,I was tellin' the lil' homies all about this shit,When It Rains It Pours,50 Cent
12913,To keep yo' mind on yo' money,When It Rains It Pours,50 Cent
12914,And don't trust no bitch,When It Rains It Pours,50 Cent
12915,"Ke Ke hit high notes, when them pigs came",When It Rains It Pours,50 Cent
12916,"But her ass kinda fat, so n treat' her the same",When It Rains It Pours,50 Cent
12917,This is real,When It Rains It Pours,50 Cent
12918,"Listen lil' homie, when it rains it pours",When It Rains It Pours,50 Cent
12919,Hollow tips and talons when it rains it pours,When It Rains It Pours,50 Cent
12920,Get caught in lead showers just because,When It Rains It Pours,50 Cent
12921,"N ain't playin', when it rains it pours",When It Rains It Pours,50 Cent
12922,"N get set up, when it rains it pours",When It Rains It Pours,50 Cent
12923,"End up wet up, that's when it rains it pours",When It Rains It Pours,50 Cent
12924,"It usually, goes down over money and whores",When It Rains It Pours,50 Cent
12925,"But lil' homie in my hood, when it rains it pours",When It Rains It Pours,50 Cent
12926,"Blood stains on my stoop, when Akbar got shot",When It Rains It Pours,50 Cent
12927,"When homocide outside, nigga I'm not",When It Rains It Pours,50 Cent
12928,This the third time them niggas done circled the block,When It Rains It Pours,50 Cent
12929,"It's money out now yeah, but damn it's hot",When It Rains It Pours,50 Cent
12930,"They'll love to catch a nigga, on a direct sale",When It Rains It Pours,50 Cent
12931,"They say, ""tell us who caught the body, or you goin' to jail""",When It Rains It Pours,50 Cent
12932,"Look, if you know the drill you stay the f*ck outta dodge",When It Rains It Pours,50 Cent
12933,And say what's happenin' to the captain,When It Rains It Pours,50 Cent
12934,And say what's up to the sarge,When It Rains It Pours,50 Cent
12935,"F*ck bein' in a cage man, that shit for the birds",When It Rains It Pours,50 Cent
12936,"Charlie drunk, drinkin' wild irish rose on the curb",When It Rains It Pours,50 Cent
12937,I know a spot full of n tryin' to bet a few bucks,When It Rains It Pours,50 Cent
12938,"Hopin' they number come out, they can have 'em some luck",When It Rains It Pours,50 Cent
12939,"To Ace to the duece, and stumbled off mad",When It Rains It Pours,50 Cent
12940,"Lost his re-up money man, that's all he had",When It Rains It Pours,50 Cent
12941,"Magazine from the store, so he can look at the cars",When It Rains It Pours,50 Cent
12942,"And do pull up's in the park, on the monkey bars",When It Rains It Pours,50 Cent
12943,Mad as f*ck,When It Rains It Pours,50 Cent
12944,"Listen lil' homie, when it rains it pours",When It Rains It Pours,50 Cent
12945,Hollow tips and talons when it rains it pours,When It Rains It Pours,50 Cent
12946,Get caught in lead showers just because,When It Rains It Pours,50 Cent
12947,"N ain't playin', when it rains it pours",When It Rains It Pours,50 Cent
12948,"N get set up, when it rains it pours",When It Rains It Pours,50 Cent
12949,"End up wet up, that's when it rains it pours",When It Rains It Pours,50 Cent
12950,"It usually, goes down over money and whores",When It Rains It Pours,50 Cent
12951,"But lil' homie in my hood, when it rains it pours",When It Rains It Pours,50 Cent
12952,"(Gun shots, police sirens and helicopters going off",When It Rains It Pours,50 Cent
12953,While it thunders and rains),When It Rains It Pours,50 Cent
12954,"I'll whip ya head boy, you know I will",Ill Whip Ya Head Boy,50 Cent
12955,"I'll whip ya head boy, with the back of the steel",Ill Whip Ya Head Boy,50 Cent
12956,"I'll whip ya head boy, your cap could get peeled",Ill Whip Ya Head Boy,50 Cent
12957,"I'll whip ya head boy, your ass could get killed",Ill Whip Ya Head Boy,50 Cent
12958,"I'll whip ya head boy, you know I will",Ill Whip Ya Head Boy,50 Cent
12959,"I'll whip ya head boy, with the back of the steel",Ill Whip Ya Head Boy,50 Cent
12960,"I'll whip ya head boy, your cap could get peeled",Ill Whip Ya Head Boy,50 Cent
12961,"I'll whip ya head boy, your ass could get killed",Ill Whip Ya Head Boy,50 Cent
12962,"Two niggaz in the front, two niggaz in the back",Ill Whip Ya Head Boy,50 Cent
12963,That's four niggaz riding strapped in grandpa's Cadillac,Ill Whip Ya Head Boy,50 Cent
12964,The voice in my head say f*ck all these niggaz,Ill Whip Ya Head Boy,50 Cent
12965,"Then I start thinking, I should rob all these niggaz",Ill Whip Ya Head Boy,50 Cent
12966,Man my homies they want do whatever I want do,Ill Whip Ya Head Boy,50 Cent
12967,I say I want eat they say shit we want eat to,Ill Whip Ya Head Boy,50 Cent
12968,Let's ride around find a nigga stunting on first street,Ill Whip Ya Head Boy,50 Cent
12969,With the shine's on niggaz be looking like lunch meat,Ill Whip Ya Head Boy,50 Cent
12970,"I run up on a nigga, pop one on the floor",Ill Whip Ya Head Boy,50 Cent
12971,Tell um come up off that shit 'fore we start popping some more,Ill Whip Ya Head Boy,50 Cent
12972,"F*ck a ski mask, man niggaz know who I is",Ill Whip Ya Head Boy,50 Cent
12973,I got a full clip and niggaz know I get biz,Ill Whip Ya Head Boy,50 Cent
12974,"I'll whip ya head boy, you know I will",Ill Whip Ya Head Boy,50 Cent
12975,"I'll whip ya head boy, with the back of the steel",Ill Whip Ya Head Boy,50 Cent
12976,"I'll whip ya head boy, your cap could get peeled",Ill Whip Ya Head Boy,50 Cent
12977,"I'll whip ya head boy, your ass could get killed",Ill Whip Ya Head Boy,50 Cent
12978,"I'll whip ya head boy, you know I will",Ill Whip Ya Head Boy,50 Cent
